timestamp,network,mainers_created,total_cycles,total_paused,total_active,total_active_low,total_active_medium,total_active_high,total_active_very_high,total_paused_low,total_paused_medium,total_paused_high,total_paused_very_high
2025-06-29T17:54:20Z,prd,354,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:06:37Z,prd,354,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:07:39Z,prd,355,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:18:55Z,prd,355,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:19:57Z,prd,356,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:33:15Z,prd,356,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:34:18Z,prd,357,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:35:19Z,prd,358,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:36:21Z,prd,359,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:48:39Z,prd,359,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:49:40Z,prd,360,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:50:41Z,prd,360,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:51:43Z,prd,360,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:52:44Z,prd,361,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:53:46Z,prd,361,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:54:47Z,prd,362,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:56:50Z,prd,362,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:57:51Z,prd,363,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T18:58:52Z,prd,364,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:05:01Z,prd,364,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:06:02Z,prd,365,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:07:04Z,prd,365,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:08:05Z,prd,366,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:09:07Z,prd,366,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:10:09Z,prd,366,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:11:11Z,prd,367,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:12:13Z,prd,368,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:33:44Z,prd,368,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:34:46Z,prd,369,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:35:47Z,prd,370,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:36:48Z,prd,371,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:37:49Z,prd,372,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:38:51Z,prd,372,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:39:52Z,prd,373,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:40:53Z,prd,375,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:47:02Z,prd,375,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:48:04Z,prd,376,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:58:17Z,prd,376,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T19:59:19Z,prd,377,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:00:20Z,prd,378,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:01:21Z,prd,378,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:02:23Z,prd,379,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:03:25Z,prd,380,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:31:33Z,prd,380,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:32:35Z,prd,381,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:33:36Z,prd,382,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:34:38Z,prd,383,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:35:41Z,prd,384,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:36:43Z,prd,385,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:55:21Z,prd,385,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T20:56:23Z,prd,386,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T21:31:19Z,prd,386,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T21:32:21Z,prd,387,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T21:55:54Z,prd,387,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T21:56:55Z,prd,388,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T21:57:56Z,prd,388,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T21:58:58Z,prd,389,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:40:53Z,prd,389,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:41:55Z,prd,389,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:42:56Z,prd,390,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:43:57Z,prd,391,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:44:58Z,prd,392,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:46:00Z,prd,393,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:47:01Z,prd,393,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:48:03Z,prd,394,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:55:11Z,prd,394,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:56:13Z,prd,395,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:57:14Z,prd,395,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:58:15Z,prd,396,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T22:59:17Z,prd,397,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T23:42:17Z,prd,397,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T23:43:18Z,prd,398,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T23:56:36Z,prd,398,0,0,0,0,0,0,0,0,0,0,0
2025-06-29T23:57:37Z,prd,399,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T00:00:42Z,prd,399,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T00:01:44Z,prd,400,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T00:18:06Z,prd,400,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T00:19:07Z,prd,400,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T00:20:08Z,prd,401,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T00:46:49Z,prd,401,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T00:47:50Z,prd,402,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T00:59:05Z,prd,402,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T01:00:06Z,prd,403,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T01:27:41Z,prd,403,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T01:28:42Z,prd,404,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T01:38:55Z,prd,404,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T01:39:57Z,prd,405,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T02:38:22Z,prd,405,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T02:39:23Z,prd,406,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T02:47:33Z,prd,406,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T02:48:35Z,prd,406,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T02:49:37Z,prd,407,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T02:50:38Z,prd,407,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T02:51:40Z,prd,408,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T02:57:47Z,prd,408,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T02:58:49Z,prd,409,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T04:45:05Z,prd,409,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T04:46:06Z,prd,410,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T05:02:27Z,prd,410,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T05:03:28Z,prd,411,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T05:04:30Z,prd,411,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T05:05:31Z,prd,412,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T05:07:34Z,prd,412,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T05:08:35Z,prd,412,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T05:09:36Z,prd,413,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T05:10:38Z,prd,413,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T05:11:39Z,prd,414,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T05:56:38Z,prd,414,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T05:57:39Z,prd,415,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T06:07:53Z,prd,415,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T06:08:55Z,prd,416,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T06:17:05Z,prd,416,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T06:18:07Z,prd,417,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T06:33:27Z,prd,417,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T06:34:28Z,prd,418,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T06:36:30Z,prd,418,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T07:07:30Z,prd,421,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T07:20:53Z,prd,422,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T09:47:13Z,prd,432,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T10:03:25Z,prd,432,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T10:21:11Z,prd,433,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T10:35:52Z,prd,434,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T10:45:25Z,prd,434,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T10:46:28Z,prd,435,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T11:01:38Z,prd,435,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T11:02:40Z,prd,436,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T11:04:43Z,prd,436,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T11:05:45Z,prd,437,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T11:21:06Z,prd,437,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T11:22:08Z,prd,438,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T11:41:34Z,prd,438,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T11:42:35Z,prd,439,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T11:59:57Z,prd,439,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T12:00:58Z,prd,440,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T12:01:59Z,prd,440,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T12:03:01Z,prd,442,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T12:06:05Z,prd,442,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T12:07:06Z,prd,443,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T12:38:47Z,prd,443,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T12:39:48Z,prd,444,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T12:51:02Z,prd,444,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T12:52:03Z,prd,446,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T13:17:37Z,prd,446,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T13:18:38Z,prd,446,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T13:19:40Z,prd,447,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T13:20:41Z,prd,448,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:03:41Z,prd,448,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:13:58Z,prd,449,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:15:00Z,prd,450,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:16:01Z,prd,450,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:17:02Z,prd,452,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:18:04Z,prd,453,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:19:05Z,prd,454,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:20:06Z,prd,455,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:21:08Z,prd,456,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:39:33Z,prd,456,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:40:34Z,prd,457,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:57:57Z,prd,457,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T14:58:58Z,prd,457,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T15:21:29Z,prd,457,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T15:22:30Z,prd,458,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T15:23:31Z,prd,460,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T15:24:33Z,prd,461,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T15:25:34Z,prd,461,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T15:26:36Z,prd,462,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T15:28:39Z,prd,462,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T15:29:41Z,prd,463,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T15:41:57Z,prd,463,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T15:42:58Z,prd,464,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:27:57Z,prd,464,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:28:58Z,prd,465,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:30:00Z,prd,465,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:31:02Z,prd,466,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:32:03Z,prd,467,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:33:04Z,prd,467,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:34:06Z,prd,468,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:45:20Z,prd,468,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:46:22Z,prd,469,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:47:23Z,prd,470,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:48:24Z,prd,470,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:49:26Z,prd,471,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:50:27Z,prd,472,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:56:36Z,prd,472,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T16:57:37Z,prd,473,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:06:50Z,prd,473,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:07:52Z,prd,474,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:08:53Z,prd,475,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:09:54Z,prd,476,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:10:56Z,prd,477,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:11:57Z,prd,478,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:12:59Z,prd,480,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:14:00Z,prd,481,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:15:01Z,prd,483,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:16:03Z,prd,483,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:17:04Z,prd,483,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:18:06Z,prd,484,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:23:13Z,prd,484,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:24:14Z,prd,485,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:27:19Z,prd,485,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:28:20Z,prd,485,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:29:21Z,prd,486,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:30:22Z,prd,487,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:31:24Z,prd,487,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:46:44Z,prd,487,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:47:45Z,prd,488,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:50:50Z,prd,488,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:51:51Z,prd,489,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:52:53Z,prd,490,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:54:55Z,prd,490,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:55:57Z,prd,491,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:57:59Z,prd,491,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T17:59:01Z,prd,491,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:00:02Z,prd,492,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:03:06Z,prd,492,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:04:08Z,prd,492,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:05:09Z,prd,493,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:09:15Z,prd,493,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:10:16Z,prd,493,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:11:18Z,prd,494,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:16:24Z,prd,494,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:17:26Z,prd,494,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:18:27Z,prd,494,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:19:29Z,prd,495,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T18:36:52Z,prd,495,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T19:23:55Z,prd,495,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T19:24:56Z,prd,496,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T19:33:09Z,prd,496,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T19:34:11Z,prd,497,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T19:47:28Z,prd,497,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T19:48:30Z,prd,497,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T19:49:31Z,prd,498,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T20:02:48Z,prd,498,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T20:33:44Z,prd,499,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T21:17:01Z,prd,499,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T21:35:18Z,prd,500,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T21:52:36Z,prd,503,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T22:19:14Z,prd,504,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T23:46:50Z,prd,504,0,0,0,0,0,0,0,0,0,0,0
2025-06-30T23:57:39Z,prd,507,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T01:33:49Z,prd,507,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T01:34:50Z,prd,508,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T02:42:21Z,prd,508,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T02:43:23Z,prd,509,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T03:42:38Z,prd,509,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T03:43:39Z,prd,510,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T06:53:53Z,prd,510,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T06:54:54Z,prd,511,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T06:55:55Z,prd,511,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T06:56:57Z,prd,512,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T06:57:58Z,prd,513,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T06:59:00Z,prd,514,0,0,0,0,0,0,0,0,0,0,0
2025-07-01T07:00:01Z,prd,515,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T12:35:54Z,prd,515,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T15:00:00Z,prd,515,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T15:02:47Z,prd,632,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T15:10:28Z,prd,632,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T16:00:24Z,prd,633,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T16:47:49Z,prd,633,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T16:47:49Z,prd,634,0,0,0,0,0,0,0,0,0,0,0
2025-07-24T17:42:46Z,prd,634,9840,88,546,110,140,288,8,17,26,45,0
2025-07-25T11:07:36Z,prd,634,9825,79,555,115,131,301,8,20,30,29,0
2025-07-26T14:25:34Z,prd,634,9618,112,522,98,128,288,8,27,32,53,0
2025-07-27T11:12:38Z,prd,634,9840,87,547,95,111,333,8,29,33,25,0
2025-07-28T11:42:07Z,prd,634,11326,103,531,89,110,332,0,28,39,36,0
2025-07-29T11:37:23Z,prd,634,11109,112,522,105,97,320,0,32,36,44,0
2025-07-30T15:34:21Z,prd,636,10494,114,522,107,91,324,0,34,40,40,0
2025-07-31T11:05:30Z,prd,636,11865,82,554,107,107,340,0,27,28,27,0
2025-08-01T10:16:23Z,prd,636,10938,108,528,100,106,322,0,32,29,47,0
2025-08-02T11:15:23Z,prd,2,13,1,1,0,0,1,0,0,1,0,0
2025-08-02T11:42:50Z,prd,2,13,1,1,0,0,1,0,0,1,0,0
2025-08-02T12:07:49Z,prd,636,11837,98,538,107,104,327,0,31,32,35,0
2025-08-04T12:55:46Z,prd,636,13329,127,509,102,120,287,0,37,41,49,0
